uname,timestamp,content
"鱼糕今天困了没,1745675108,"烤诺！劲呐
"鱼糕今天困了没,1745674906,"虽然质量不行 全靠同行衬托
"鱼糕今天困了没,1745674809,"诺！
"鱼糕今天困了没,1745674701,"哦还有电话环节
"鱼糕今天困了没,1745674679,"离蒙村近 ny？ma？
"鱼糕今天困了没,1745674091,"阿尔兹海诺吗 我可以得一下吗[可怜]
"鱼糕今天困了没,1745674013,"感觉丢了replace就很麻烦
"鱼糕今天困了没,1745674003,"最近变成一直检查信用卡刷完有没有放好了
"鱼糕今天困了没,1745673893,"我是一直检查驾照护照
"鱼糕今天困了没,1745673877,"+10086
"鱼糕今天困了没,1745673822,"十分钟
"鱼糕今天困了没,1745673819,"yyz人流不多的情况下值机到走到登机口
"鱼糕今天困了没,1745673796,"坐多了就学会卡点了
"鱼糕今天困了没,1745673658,"毕竟累计航段不需要铁屁股[dog]
"鱼糕今天困了没,1745673645,"攒里程可以考虑短途飞机
"鱼糕今天困了没,1745673540,"yyz-yul倒还行
"鱼糕今天困了没,1745673529,"yul还不能5分钟fast track
"鱼糕今天困了没,1745673479,"诺你怎么变成炸鸡了呜呜呜好可口斯哈斯哈
"鱼糕今天困了没,1745673213,"if线：屁股坐的裂成四块
"鱼糕今天困了没,1745673168,"好的狱长大人
"鱼糕今天困了没,1745673121,"回的 接着在国内吃吃吃
"鱼糕今天困了没,1745673092,"我是传奇铁屁股飞人鱼糕
"鱼糕今天困了没,1745673076,"五一接着跑hk[dog]
"鱼糕今天困了没,1745673061,"你怎么知道我从4.16放到8.31
"鱼糕今天困了没,1745672940,"四舍五入吃辣吃苦是良性m啊[dog]
"鱼糕今天困了没,1745672826,"我呜呜呜呜呜呜呜呜呜
"鱼糕今天困了没,1745672823,"雨诺不喜欢鱼 那是不是 也不喜欢鱼糕了
"鱼糕今天困了没,1745672784,"人生3w多天进入直播间，快去打个招呼吧！
"鱼糕今天困了没,1745672717,"或者去cdkey shop找后缀（us）
"鱼糕今天困了没,1745672698,"你得开美区号用美卡送
"鱼糕今天困了没,1745672684,"因为低价区不能送高价
"鱼糕今天困了没,1745672677,"不能跨区送礼
"鱼糕今天困了没,1745672666,"可以的 这样我变身半个诺大家没意见吧
"鱼糕今天困了没,1745672608,"对对 我看ztmy演唱会去了[dog]
"鱼糕今天困了没,1745672580,"与此同时鱼糕闪现到了大阪吃吃吃（
"鱼糕今天困了没,1745672495,"辻利茶舗 叫这个名字
"鱼糕今天困了没,1745672468,"我去找一下 copy paste一下
"鱼糕今天困了没,1745672417,"那个牌子你应该见过 但我不会打那个字（
"鱼糕今天困了没,1745672385,"好喝！
"鱼糕今天困了没,1745672371,"我们学校旁边有一家tsujiri茶铺
"鱼糕今天困了没,1745672303,"诺！诺诺诺诺诺诺诺！[比心]
"鱼糕今天困了没,1745649692,"封号版是什么版
"鱼糕今天困了没,1745649544,"hhhh
"鱼糕今天困了没,1745649266,"可能有一部分图得很晚才出了
"鱼糕今天困了没,1745649255,"可以 我拍拍
"鱼糕今天困了没,1745649221,"我不知道能拍到啥 晚上出去逛去
"鱼糕今天困了没,1745649207,"[dog]
"鱼糕今天困了没,1745649181,"前面单次签还有3回
"鱼糕今天困了没,1745649168,"我光多次签去了5回了（
"鱼糕今天困了没,1745649148,"但是我懒狗 到现在照片还没搞出来
"鱼糕今天困了没,1745649138,"诶其实我去年去看樱花了
"鱼糕今天困了没,1745649089,"不能接受半生不熟的
"鱼糕今天困了没,1745649084,"我能接受熟的 能接受生的
"鱼糕今天困了没,1745649042,"对对对
"鱼糕今天困了没,1745649015,"可能再找个烧鸟
"鱼糕今天困了没,1745649009,"吃蘸面 明天晚上海鲜[dog]
"鱼糕今天困了没,1745648989,"喵
"鱼糕今天困了没,1745648577,"我拍个照片给你看看（
"鱼糕今天困了没,1745648571,"就 长酒店样（
"鱼糕今天困了没,1745648549,"在床上躺着呢
"鱼糕今天困了没,1745648543,"到了喵
"鱼糕今天困了没,1745549487,"跑了 出门饭饭了
"鱼糕今天困了没,1745548765,"笑死了
"鱼糕今天困了没,1745548442,"我向来都是 交给你选歌
"鱼糕今天困了没,1745547892,"那想必 是不行的
"鱼糕今天困了没,1745547867,"那不得不看了
"鱼糕今天困了没,1745547861,"还有这种要求
"鱼糕今天困了没,1745547751,"真能忍吧 就没人说话
"鱼糕今天困了没,1745547311,"你看 准不准
"鱼糕今天困了没,1745546965,"老粉已经坐下等惩罚了
"鱼糕今天困了没,1745546310,"掉小珍珠了
"鱼糕今天困了没,1745546298,"天蝎怎么了
"鱼糕今天困了没,1745546206,"相信不了一点倍率
"鱼糕今天困了没,1745545748,"准备玩游戏（
"鱼糕今天困了没,1745545685,"好爽的键盘声
"鱼糕今天困了没,1745544583,"对的喵
"鱼糕今天困了没,1745544551,"吃了 我6点多醒了一次
"鱼糕今天困了没,1745417810,"牛
"鱼糕今天困了没,1745417251,"vv今天也好可爱[花]
"鱼糕今天困了没,1745417091,"[比心][比心][比心]
"鱼糕今天困了没,1745416849,"vv晚上好[花]
"鱼糕今天困了没,1745410307,"0
"鱼糕今天困了没,1745406678,"顶多6小时
"鱼糕今天困了没,1745406667,"这个红又无所谓
"鱼糕今天困了没,1745406597,"被对面举报扣烂了
"鱼糕今天困了没,1745406587,"21-3
"鱼糕今天困了没,1745406582,"新号 20级 竞技 白银
"鱼糕今天困了没,1745406535,"要我拍身份证
"鱼糕今天困了没,1745406531,"直到我被连着举报了
"鱼糕今天困了没,1745406520,"我上一个号就是买的
"鱼糕今天困了没,1745406496,"对咯
"鱼糕今天困了没,1745406473,"没弄
"鱼糕今天困了没,1745406469,"我长时间在外面
"鱼糕今天困了没,1745406445,"没有
"鱼糕今天困了没,1745406254,"[可怜]
"鱼糕今天困了没,1745405878,"我北美
"鱼糕今天困了没,1745405865,"跨不了
"鱼糕今天困了没,1745405858,"你们外服应该是亚太大区
"鱼糕今天困了没,1745405820,"但我北美大区
"鱼糕今天困了没,1745405811,"虽然我很想
"鱼糕今天困了没,1745405736,"在呢
"鱼糕今天困了没,1745405671,"打不动咯
"鱼糕今天困了没,1745405652,"之前水钻
"鱼糕今天困了没,1745405647,"之前打
"鱼糕今天困了没,1745405633,"咳咳
"鱼糕今天困了没,1745405600,"嗯？
"鱼糕今天困了没,1745386100,"喵呜
"鱼糕今天困了没,1745381171,"我在思考午饭吃什么
"鱼糕今天困了没,1745380731,"这个qap也是你们的？
"鱼糕今天困了没,1745380644,"18米
"鱼糕今天困了没,1745380562,"这个程度没什么杀伤力
"鱼糕今天困了没,1745380531,"没事 家里没人
"鱼糕今天困了没,1745379979,"那确实 很厉害了
"鱼糕今天困了没,1745379910,"那很好了
"鱼糕今天困了没,1745379887,"我好像 进来的 挺是时候
"鱼糕今天困了没,1745379849,"咳 没睡醒（
"鱼糕今天困了没,1745286756,"[dog]
"鱼糕今天困了没,1745286750,"因为一直在外面
"鱼糕今天困了没,1745286727,"对对 消失个半个月
"鱼糕今天困了没,1745286708,"四五天吧
"鱼糕今天困了没,1745286490,"对对
"鱼糕今天困了没,1745286485,"算调过来了
"鱼糕今天困了没,1745286476,"1点多吧 玩游戏玩的（
"鱼糕今天困了没,1745286443,"我还赖在床上（
"鱼糕今天困了没,1745286425,"早！
"鱼糕今天困了没,1745199203,"玩不懂（
"鱼糕今天困了没,1745199147,"早[花]
"鱼糕今天困了没,1745068047,"我会好好照顾乳酪的[委屈]
"鱼糕今天困了没,1745068029,"给我吗[委屈]
"鱼糕今天困了没,1745068023,"诺[委屈] 你走了[委屈] 可以把乳酪
"鱼糕今天困了没,1745067902,"诺！
"鱼糕今天困了没,1744722532,"诺！早！
"鱼糕今天困了没,1744462387,"小诺 你可以吃小奶牛猫
"鱼糕今天困了没,1744462337,"？四个奶牛吗
"鱼糕今天困了没,1744462238,"这样 你 一天 一只 小马[dog]
"鱼糕今天困了没,1744115977,"还能分裂成小雨诺吗 异世界魔物 抓起来！
"鱼糕今天困了没,1744115823,"哇是美味的食材
"鱼糕今天困了没,1744115721,"乳酪姐姐我雨诺呢
"鱼糕今天困了没,1743862634,"问题不大
"鱼糕今天困了没,1743862632,"大游戏本没那么集成的可以自己修
"鱼糕今天困了没,1743862602,"对对
"鱼糕今天困了没,1743862596,"技嘉宣传出了个事 也叫技术不行 勇气可嘉
"鱼糕今天困了没,1743862530,"我觉得还是技嘉最幽默
"鱼糕今天困了没,1743862463,"主板和卡
"鱼糕今天困了没,1743862320,"自己折腾几个小时就会了
"鱼糕今天困了没,1743862307,"别人装要加钱
"鱼糕今天困了没,1743862254,"现在跑点小ai没问题
"鱼糕今天困了没,1743862242,"对啊 我当时装了个游戏卡+计算卡的
"鱼糕今天困了没,1743862173,"会的喵 算同学的 装的改的有三四台了
"鱼糕今天困了没,1743861802,"flex票可两小时退改 升舱优先级也高[dog]
"鱼糕今天困了没,1743861780,"加航学生票4次$3996[dog]
"鱼糕今天困了没,1743861664,"今年境内就普及免费wifi了
"鱼糕今天困了没,1743861656,"加航明年洲际也要免费高速wifi了
"鱼糕今天困了没,1743861638,"立省$30
"鱼糕今天困了没,1743861390,"看b站只能看语音直播
"鱼糕今天困了没,1743861382,"飞机wifi看netflix没啥问题
"鱼糕今天困了没,1743861316,"tactical 支线故事下棋那个
"鱼糕今天困了没,1743861207,"之前我插着玩p5t来着
"鱼糕今天困了没,1743861197,"插电玩十几个小时就落地了
"鱼糕今天困了没,1743861186,"小游戏直接在飞机上通掉[dog]
"鱼糕今天困了没,1743859687,"一拳把你打跑[可怜]
"鱼糕今天困了没,1743859679,"雨诺是谁 为什么占据波奇的身体[可怜]
"鱼糕今天困了没,1743859655,"*一拳
"鱼糕今天困了没,1743857782,"四舍五入我也是雨诺的狗
"鱼糕今天困了没,1743857767,"权限狗是好的 我喜欢权限狗
"鱼糕今天困了没,1743856934,"我要当诺的替身
"鱼糕今天困了没,1743856847,"诺 我喜欢你 跟我组乐队[比心]
"鱼糕今天困了没,1743775548,"诺！早！（
"鱼糕今天困了没,1743512444,"诺 早[花]
"鱼糕今天困了没,1743345855,"给鱼糕上个舰也行 可以喜提糯鱼糕21[dog]
"鱼糕今天困了没,1743345797,"死盖过生日能不能发个上舰红包同乐一下
"鱼糕今天困了没,1743345733,"应该是叫这个
"鱼糕今天困了没,1743345729,"世界は恋に落ちている
"鱼糕今天困了没,1743345677,"（刚醒）
"鱼糕今天困了没,1743345667,"诺 早！
"鱼糕今天困了没,1743204442,"哦？那很好了
"鱼糕今天困了没,1743204415,"诺现在还有多少时长
"鱼糕今天困了没,1743204366,"草
"鱼糕今天困了没,1743204352,"她白天
"鱼糕今天困了没,1743204321,"哦哟诺 怎么还在播
"鱼糕今天困了没,1743193824,"我以为是龟苓膏
"鱼糕今天困了没,1743192770,"猫娘咖啡馆[花]
"鱼糕今天困了没,1743191954,"21小时 今天疑似有人陪我吃晚饭了
"鱼糕今天困了没,1743191845,"主号上反而是小号
"鱼糕今天困了没,1743191838,"[可怜]
"鱼糕今天困了没,1743191835,"说起舟啊 我的大号在手机副号上找不回来了
"鱼糕今天困了没,1743191730,"pu保底200抽
"鱼糕今天困了没,1743191724,"一看4星保底要100抽
"鱼糕今天困了没,1743191708,"一共攒出40抽 就出四个保底
"鱼糕今天困了没,1743191694,"来看看pjsk吧家人们 打个活动连打8h
"鱼糕今天困了没,1743191617,"三国杀更是满门抄斩级别的[捂脸]
"鱼糕今天困了没,1743191488,"对的喵
"鱼糕今天困了没,1743191446,"诺！下午好！
"鱼糕今天困了没,1743184324,"诺饭饭了没
"鱼糕今天困了没,1743184288,"24小时
"鱼糕今天困了没,1743184283,"哦哟怎么还在播
"鱼糕今天困了没,1742995872,"所以记事本回播了什么
"鱼糕今天困了没,1742995835,"那我要去找别人了[花]
"鱼糕今天困了没,1742995751,"诺被欺负委委屈屈也好可爱 想欺负[doge2]
"鱼糕今天困了没,1742995705,"5分钟路到教室
"鱼糕今天困了没,1742995695,"很近啊 我on campus
"鱼糕今天困了没,1742995677,"太舒服了 不想起[委屈]
"鱼糕今天困了没,1742995669,"然而我还在床上
"鱼糕今天困了没,1742995619,"对 我10点的课
"鱼糕今天困了没,1742995613,"想要诺香柠檬茶
"鱼糕今天困了没,1742995596,"想必不是去找别人 去找我会直接说出来[dog]
"鱼糕今天困了没,1742995540,"被发现了 没脸待着了 离开了 不要想我
"鱼糕今天困了没,1742995494,"这个啊 该省省该花花 该伸手要就要[dog]
"鱼糕今天困了没,1742995316,"死盖v我1998我给诺上个提
"鱼糕今天困了没,1742995256,"真快吧yyfj
"鱼糕今天困了没,1742995242,"我救你出来
"鱼糕今天困了没,1742995232,"死盖—————
"鱼糕今天困了没,1742995184,"拿 拿 都可以拿
"鱼糕今天困了没,1742994905,"主播是不是不能佩戴自己的牌子
"鱼糕今天困了没,1742994863,"（
"鱼糕今天困了没,1742994861,"诺也要变成球球吗[可怜]
"鱼糕今天困了没,1742994680,"因为我是毛茸茸诺球球
"鱼糕今天困了没,1742994648,"对的喵
"鱼糕今天困了没,1742994602,"诺 早！
"鱼糕今天困了没,1742914387,"冰镇可乐更好喝
"鱼糕今天困了没,1742911139,"我就说吧 带多了别的牌子她就习惯了（[dog]
"鱼糕今天困了没,1742910952,"肯定是这样的
"鱼糕今天困了没,1742910938,"艺术史
"鱼糕今天困了没,1742910921,"我在教室 表演不了喵
"鱼糕今天困了没,1742910912,"天赋和刻意是有区别的
"鱼糕今天困了没,1742910872,"不认可
"鱼糕今天困了没,1742910864,"不行
"鱼糕今天困了没,1742910793,"不够糖
"鱼糕今天困了没,1742910613,"[委屈]
"鱼糕今天困了没,1742910606,"被退了
"鱼糕今天困了没,1742910602,"我跟死盖发的sc连字都是一样的
"鱼糕今天困了没,1742910551,"我有意见 我连被退了3条sc
"鱼糕今天困了没,1742910186,"[doge2]
"鱼糕今天困了没,1742910173,"速报 我的sc被退回了
"鱼糕今天困了没,1742909999,"没事 你现在也可以发
"鱼糕今天困了没,1742909928,"你为什么奖励他 我也要
"鱼糕今天困了没,1742909863,"我要唱歌
"鱼糕今天困了没,1742909862,"没关系 你跑路了我也喜欢你
"鱼糕今天困了没,1742909855,"诺怎么跑路了
"鱼糕今天困了没,1742909826,"啊对的对的 你是天才
"鱼糕今天困了没,1742909769,"死盖qaq我喜欢你
"鱼糕今天困了没,1742909748,"正确的
"鱼糕今天困了没,1742909674,"3w你怎么带别人的20级牌子[委屈]
"鱼糕今天困了没,1742909589,"羡慕被诺玩弄
"鱼糕今天困了没,1742909500,"已被房管禁言
"鱼糕今天困了没,1742909485,"哈哈哈哈哈哈哈哈
"鱼糕今天困了没,1742909474,"诺！早！
"鱼糕今天困了没,1742649031,"我最喜欢小灰🐑
"鱼糕今天困了没,1742648786,"我的框是紫色的 提督也是 我约等于提督
"鱼糕今天困了没,1742648731,"喂心动盲盒 然后去bls对对碰
"鱼糕今天困了没,1742648675,"哦哦哦哦哦蓝毛诺 可爱
"鱼糕今天困了没,1742613846,"我玩不过正常 我70小时 我对面1000
"鱼糕今天困了没,1742613815,"还没玩明白 科技点的太慢了
"鱼糕今天困了没,1742613787,"hhhhh
"鱼糕今天困了没,1742613783,"打完了 被锤烂了
"鱼糕今天困了没,1742573922,"你是神
"鱼糕今天困了没,1742573916,"牛！
"鱼糕今天困了没,1742496298,"马完了
"鱼糕今天困了没,1742495979,"桂 盐都不带盐的
"鱼糕今天困了没,1742390199,"我是老虎 雨诺打我[可怜]
"鱼糕今天困了没,1742389503,"穹 看看🦵[dog]
"鱼糕今天困了没,1742389418,"哦酷还有春日野悠
"鱼糕今天困了没,1742389213,"Sweet home Alabama
"鱼糕今天困了没,1742389205,"能吗 不能吧
"鱼糕今天困了没,1742389121,"[比心]早 诺
"鱼糕今天困了没,1742351899,"跑了 等不忙了再来 可能一周吧
"鱼糕今天困了没,1742351820,"1.5km
"鱼糕今天困了没,1742351814,"今天早上起来头是转的
"鱼糕今天困了没,1742351804,"我再不逃课睡觉我要累麻了
"鱼糕今天困了没,1742351794,"上课离宿舍远
"鱼糕今天困了没,1742351739,"今天狠狠逃课睡觉一整天
"鱼糕今天困了没,1742351730,"刚玩完星露谷
"鱼糕今天困了没,1742264003,"哪里的猫猫
"鱼糕今天困了没,1742263756,"草
"鱼糕今天困了没,1742263741,"还有没有拾柴的 有我就充电池了
"鱼糕今天困了没,1742263675,"原来这个键盘是纤雪的啊
"鱼糕今天困了没,1742262739,"坏了 这个打不过
"鱼糕今天困了没,1742262733,"哦哟
"鱼糕今天困了没,1742261990,"打猫猫屁股可不是奖励他吗
"鱼糕今天困了没,1742261880,"假期也就10几天
"鱼糕今天困了没,1742261870,"哈哈哈哈哈哈哈哈哈哈我们是这样的
"鱼糕今天困了没,1742261833,"工作日啦 写程序呢
"鱼糕今天困了没,1742179137,"纤雪疑似还没发现我把牌子换了[dog]
"鱼糕今天困了没,1742178889,"怎么唱一半给自己逗笑了呢[dog]
"鱼糕今天困了没,1742178670,"[可怜]
"鱼糕今天困了没,1742177615,"[dog][dog][dog]
"鱼糕今天困了没,1742177612,"那想必我偷偷带别人的牌子你也没意见吧（
"鱼糕今天困了没,1742177424,"手柄老登
"鱼糕今天困了没,1742177413,"主机端我ps3 psv就玩了
"鱼糕今天困了没,1742177319,"算起来小学6年级开始玩的
"鱼糕今天困了没,1742177308,"我这个steam其实7年了
"鱼糕今天困了没,1742177142,"报告 吃饭后小零食了（
"鱼糕今天困了没,1742176955,"你看看认识几个
"鱼糕今天困了没,1742176824,"等下 我截屏给你
"鱼糕今天困了没,1742176789,"我玩的太多了玩不过来
"鱼糕今天困了没,1742176760,"呼——哈——（*趴在桌上流口水）
"鱼糕今天困了没,1742176715,"对的 还有15分钟
"鱼糕今天困了没,1742176692,"困困喵
"鱼糕今天困了没,1742176658,"喵呜
"鱼糕今天困了没,1742175780,"做大做强 再创辉煌[doge2]
"鱼糕今天困了没,1742174900,"我说怎么看过他出现一下又消失了
"鱼糕今天困了没,1742174851,"所以顾凡是谁（
"鱼糕今天困了没,1742174460,"哦哟
"鱼糕今天困了没,1742174441,"排了半小时
"鱼糕今天困了没,1742174433,"终于排到了 好好好
"鱼糕今天困了没,1742174100,"好在哪里[dog]
"鱼糕今天困了没,1742173935,"地狱梗不少
"鱼糕今天困了没,1742173922,"他骂我我可能没感觉 我骂他他会怀疑上辈子
"鱼糕今天困了没,1742173879,"包问候的 攻击性这一方面拿捏
"鱼糕今天困了没,1742173809,"我会直接fk开头那b什么词结尾
"鱼糕今天困了没,1742173786,"还是太文明了
"鱼糕今天困了没,1742173758,"在洗衣机洗鞋容易被打
"鱼糕今天困了没,1742173713,"别洗鞋就行
"鱼糕今天困了没,1742173709,"想多了 默认都洗袜子
"鱼糕今天困了没,1742173666,"第一次看到不满的8麦
"鱼糕今天困了没,1742173665,"那就大概率找不着了
"鱼糕今天困了没,1742173615,"并非有 都是机子
"鱼糕今天困了没,1742173584,"有的没礼貌的会挪到某个未知角落
"鱼糕今天困了没,1742173571,"我属于比较礼貌的
"鱼糕今天困了没,1742173527,"有人占用几台机子洗完衣服不拿走
"鱼糕今天困了没,1742173516,"在排队洗衣服
"鱼糕今天困了没,1742097645,"眯！
"鱼糕今天困了没,1742096148,"但是！他要80刀！滴血啊
"鱼糕今天困了没,1742096137,"撑的不行
"鱼糕今天困了没,1742096133,"上周点了个部队锅狂炫两碗大米饭
"鱼糕今天困了没,1742096089,"呆久了看泡菜都是国宴
"鱼糕今天困了没,1742096070,"我啥都想吃
"鱼糕今天困了没,1742095987,"我饿呜呜呜哇哇哇哇哇哇哇哇哇
"鱼糕今天困了没,1742095892,"现在23：30
"鱼糕今天困了没,1742095884,"完全没人去吃 都买汉堡了
"鱼糕今天困了没,1742095877,"今天学校食堂印度咖喱
"鱼糕今天困了没,1742095832,"我回国第一要务是睡觉 第二要务是饭饭
"鱼糕今天困了没,1742095781,"所以 离远点 没坏处（
"鱼糕今天困了没,1742095775,"还得自己出钱 大几百刀打底 基本上千
"鱼糕今天困了没,1742095744,"腿上紫了 进急诊还排队 别人比他急
"鱼糕今天困了没,1742095721,"我有个学长路过啥都没干 被咬了一口
"鱼糕今天困了没,1742095706,"攻击性太强
"鱼糕今天困了没,1742095693,"以前还给喂 现在不行了
"鱼糕今天困了没,1742095651,"他打你你进医院 你打他那是保护动物
"鱼糕今天困了没,1742095637,"大鹅？那群都能当我教授学长了
"鱼糕今天困了没,1742095573,"周末没有懒觉 还有大鹅叫醒 大鹅坏
"鱼糕今天困了没,1742095555,"晚睡早起坏
"鱼糕今天困了没,1742095539,"困是不困 就是全身酸的很
"鱼糕今天困了没,1742095249,"所以加载卡卡的 还要等信用卡公司确认
"鱼糕今天困了没,1742095217,"只能网页端扫二维码 走国外支付宝
"鱼糕今天困了没,1742095198,"他不接受外卡支付
"鱼糕今天困了没,1742095187,"这个我知道 我用不了
"鱼糕今天困了没,1742095135,"然而我生活费没有额度百分之一
"鱼糕今天困了没,1742095123,"我学生0收入给我大几万刷
"鱼糕今天困了没,1742095085,"刷多了信用卡公司夸夸提额度
"鱼糕今天困了没,1742095075,"没事 花加币还加币
"鱼糕今天困了没,1742095019,"对 因为一分钱rmb没有
"鱼糕今天困了没,1742094995,"加拿大的信用卡
"鱼糕今天困了没,1742094984,"american express
"鱼糕今天困了没,1742094950,"我充电池很慢
"鱼糕今天困了没,1742094942,"其实并非突然
"鱼糕今天困了没,1742094828,"夺少？
"鱼糕今天困了没,1742094660,"学的好 好听喵
"鱼糕今天困了没,1742094340,"好的喵
"鱼糕今天困了没,1742094297,"我都行啊
"鱼糕今天困了没,1742094174,"嗯？
"鱼糕今天困了没,1742093110,"感觉前两天给我累着了
"鱼糕今天困了没,1742093104,"我啥都没干呢 躺着呢
"鱼糕今天困了没,1742092499,"不必多说
"鱼糕今天困了没,1742092491,"害 食堂
"鱼糕今天困了没,1742092285,"开玩
"鱼糕今天困了没,1742092281,"考完期中2
"鱼糕今天困了没,1742092273,"终于是没有写作业了
"鱼糕今天困了没,1742052103,"10块很好了
"鱼糕今天困了没,1742042536,"[dog]
"鱼糕今天困了没,1742042362,"诺 看看玉额头
"鱼糕今天困了没,1742042293,"但是看看🦵
"鱼糕今天困了没,1742042279,"呜呜呜呜呜呜呜呜呜呜
"鱼糕今天困了没,1742042199,"诺！看看🦵（
"鱼糕今天困了没,1741963242,"哇好古老的东西
"鱼糕今天困了没,1741961101,"连着点一周啊 怎么不算学歌呢[dog]
"鱼糕今天困了没,1741960995,"那不得不点歌单外的了
"鱼糕今天困了没,1741960942,"12:00！
"鱼糕今天困了没,1741960934,"凑整！
"鱼糕今天困了没,1741960853,"移动端4060太拉了
"鱼糕今天困了没,1741960841,"我到现在还没玩上流畅的2077
"鱼糕今天困了没,1741960794,"50系烧电源驱动修了吗
"鱼糕今天困了没,1741960765,"英特尔生产台式都出来了
"鱼糕今天困了没,1741960757,"别整奇奇怪怪配置
"鱼糕今天困了没,1741960747,"我意思你推点正经的
"鱼糕今天困了没,1741960693,"何必呢
"鱼糕今天困了没,1741960688,"我第一反应他说的计算棒和nuc
"鱼糕今天困了没,1741960659,"英特尔是啥牌子啊
"鱼糕今天困了没,1741960605,"推点好的吧
"鱼糕今天困了没,1741960548,"这样你就可以只考虑游戏性能了
"鱼糕今天困了没,1741960533,"其实你有两台笔记本插个采集卡推辅机都行
"鱼糕今天困了没,1741960513,"带得动直播好说
"鱼糕今天困了没,1741960413,"我上次西部ssd返厂卡我半天
"鱼糕今天困了没,1741960391,"三星好在保修不拖
"鱼糕今天困了没,1741960346,"电脑买苹果是有什么特别的用途吗
"鱼糕今天困了没,1741960321,"我每次加硬盘都买西部的oem
"鱼糕今天困了没,1741960302,"贵点贵点
"鱼糕今天困了没,1741960288,"那三星吧
"鱼糕今天困了没,1741960256,"西部没了？？
"鱼糕今天困了没,1741960203,"固态的话片没坏就不会丢
"鱼糕今天困了没,1741960190,"那数据肯定没事
"鱼糕今天困了没,1741960167,"那台
"鱼糕今天困了没,1741960165,"固态还是机械啊
"鱼糕今天困了没,1741959983,"🤖👋
"鱼糕今天困了没,1741959972,"其实我叫鱼诺akari
"鱼糕今天困了没,1741959731,"[doge2]
"鱼糕今天困了没,1741959724,"后来不认识就一律不加了
"鱼糕今天困了没,1741959705,"有人说我应该开心 事实上是一帮人拿图就跑
"鱼糕今天困了没,1741959643,"妈！
"鱼糕今天困了没,1741958690,"就是今年status疑似保不住要多飞两段
"鱼糕今天困了没,1741958677,"不至于铁屁股
"鱼糕今天困了没,1741958665,"我有status可以用点数升舱不花钱
"鱼糕今天困了没,1741958606,"买个机上wifi起飞接着看
"鱼糕今天困了没,1741958590,"羡慕飞机上
"鱼糕今天困了没,1741958233,"原意并非好词
"鱼糕今天困了没,1741958219,"三小是台语
"鱼糕今天困了没,1741957617,"发q了 这两个牌子的我买好几回了[dog]
"鱼糕今天困了没,1741957490,"也不知道怎么解释cider 要不链接发你
"鱼糕今天困了没,1741957403,"雨诺 我喜欢你[比心]
"鱼糕今天困了没,1741957374,"我觉得水果味的cider很无敌
"鱼糕今天困了没,1741957340,"我要力推apple cider
"鱼糕今天困了没,1741957295,"直接喝打竞技要被骂了（
"鱼糕今天困了没,1741957279,"我边打游戏边喝的
