rpid,timestamp,content
217610676080,1713531768,"回復 @我最爱2233 :我这正好是出来玩 酒店旁边有一家机厅所以打了一下 之后就得继续国服咯"
217604142848,1713529121,"已阅 陪两张最新最热"
217187607104,1713276984,"[未来有你_热情]"
211229611328,1709725526,"《懂事》"
210324298752,1709174078,"up可以试着不看画面听下 在掉到3.4那附近拍的节奏有点急了 祝早日克服取得鸟加"
206690013952,1707200318,"回復 @Allure温水 :偷掉就是2v3，你更喜欢2v3还是2v5呢"
206655829904,1707187336,"回復 @王大学士呀 :unrated真无所谓 但凡是competitive5-8这么打大概率是要被开麦了"
203982395792,1705721990,"好開一個 一個好開"
202719327120,1704975371,"Not the first time and probably not gonna be the last."
202258884592,1704701976,"可爱爪爪"
202225989472,1704685294,"回復 @我拿什么荔枝哎哟 :我是cs过来的"
202206447888,1704673523,"回復 @正在掉线中 :控图 拿信息 断前压 找机会"
201769331600,1704425050,"这么喜欢赤石"
201383773760,1704189104,"瓦批！"
199884668816,1703319467,"好奇一下 加拿大是不是玩不了亚太区（"
198568724800,1702535282,"回复 @Hanzo丶丶 :引导线下或者平台外交易的 钱也到不了你手上"
197336515744,1701798420,"回复 @Y-NaZawsze-Y :换了个770 还没测呢"
195158936240,1700454355,"502配重块拉满 1200*0.3 极致的干拉"
195158481792,1700454113,"我的跳狙飞人呢"
194538401488,1700053636,"好像不是刚开局tk不会踢"
194328833328,1699930196,"我直接点完星星头手离开星星强制跳一拍"
192927659744,1699090165,"大餐！"
192874011216,1699064962,"总算看到一家吃过的了 确实好吃"
192314622784,1698713303,"真的来吗 真的来吗 111111111"
191597811520,1698252943,"旧框体刷festival…？"
191522607888,1698217656,"回复 @幸运本运喵 :呜呜 我是杂鱼"
191401874752,1698137327,"100.495[笑哭][笑哭][笑哭]"
191372100048,1698120303,"排队枪毙！"
190460797184,1697537209,"かまぼこは猫に恋をするでしょうか#SUKI
有点菜菜一起玩嘛"
190460841424,1697537195,"回复 @不知所措的Boger :草 我以前还真是耳机插反了 用的hifi分线的🤣"
190182198144,1697354779,"我直接对 我开了 举报呗"
190145031104,1697337623,"回复 @二然Error :我嫉妒你的才华！"
190105872880,1697299308,"这么厉害 五个妈妈"
189733148800,1697079831,"泥の分际：Doll Judgment100.5%在我这都不好使嗷，99%拿去[未来有你_SOS]"
188472651088,1696265148,"回复 @Yaddic :草 前期铺垫有点长 没那么容易抓到"
188422760928,1696244792,"说实话 没看懂想要说什么"
188391660784,1696230217,"回复 @M多重色彩 :我的评价是我手打都比这个准 我也是挂？"
188332958704,1696185407,"三维猴精度还可以的 之前给小灯设计底座插进去严丝合缝不用胶水"
188169355408,1696087974,"离谱 我才刷的频谱图和频率解放"
188168449440,1696087568,"复进簧减轻了 看看竞赛枪很多这么改的"
188145445808,1696078258,"原装天线收南京区调断断续续的 也听不到飞机 只能听塔台"
186599915712,1695122453,"第一是有高段位的人下放 第二是挂+转"
186599796784,1695122393,"logitech g502 hero"
186550659152,1695096769,"我家fc不到96.5.jpg"
185963618624,1694735344,"回复 @SaRynUE4 :r301除外 垃圾面板挂都不用"
185958455024,1694726284,"看看我的mirage冲b敲头fn57吧 我自己都觉得开了[笑哭]"
185653812016,1694525448,"回复 @北城尾巷茶微凉 :绷 人家爆瞄头顶不打 人家拉人还不打 决赛圈放电网就算了 地平线q声音也听不到 真没给钱吗"
185588630080,1694492813,"回复 @北城尾巷茶微凉 :不得不提saf打的也真狗屎"
185464207248,1694409912,"光荣上镜 感谢对攻击力的认可"
185183770992,1694244701,"繁体也叫小帮手"
184969366656,1694101400,"ZyUwu"
184734008368,1693962969,"csgo 选项 dlc 勾选cs2 limited test"
183943216112,1693483668,"社区服自定义"
182996030752,1693005959,"这把纯是创人 打的节奏比较快 基本上就是看到人 打了 下一位 倒还好[笑哭]"
181512105152,1692294086,"对不起 这回 说了再见 就怕是再也不见"
181324360064,1692209176,"r5-5700x核显稳定运行无压力👍"
181322266096,1692207667,"居然同时在一二台触发了老粉计划诶🥰"
181321798144,1692207355,"超棒！！！"
180080869520,1691647129,"🤣"
179602635808,1691423015,"真的刷到了第三个 感动[未来有你_打call]"
179556337520,1691409152,"哇 连着刷到两个up的视频诶(๑>؂<๑）"
178441873344,1690914942,"今天我也是 开箱子 刚要拿到奖励前几秒被蹲点的狙打掉了 有坏b"
176389496880,1690006549,"发售后update：有个成就是10秒内完成一个关卡"
175956802912,1689793160,"看满离"
175822281680,1689741833,"回复 @风见百合鸭 :可是视频里面不是没上来吗"
175813479136,1689738868,"可不可以t掉包之后ct扔把枪在包旁边 然后开枪利用子弹的撞击把包弄到楼下去"
175652017504,1689660043,"回复 @Senmu_ :简洁明了的好回答👍"
174970265008,1689334455,"莲宝 我好喜欢你啊 为了你 我要在霓虹跟你贴贴[東雪蓮_期待]"
173706199728,1688728129,"回复 @浪子野辛 :比分7:7 第十五局怎么不是最终局"
171855768704,1687771681,"😰"
171726965232,1687696379,"那不成了 哇 up好牛牛"
171392371104,1687524105,"回复 @阿海Alter :现在vac暴力锁封的快多了 昨天见了一个今天已经没了"
171390544400,1687523479,"难绷 120个 5个holo 8个glitter 速速把余额给我亏完了"
170898652976,1687261453,"cy"
170587462896,1687079724,"结局是下一把连狙被对面三个人缴了"
169188967824,1686302020,"6"
168507848896,1685931823,"新买了个游戏迫不及待想要体验一下 结果关了totk就自动升级了我哭死"
168339331280,1685836829,"我在澳门直接买的也没有logo"
167792650960,1685518636,"我巫师三存档从ns转到steam也没跳杯 不理解"
164688289920,1683765820,"回复 @某路过的萨尼铁塔 :能 取决于你是哪个州 以及你是什么身份
举个例子：纽约州可以允许留学生凭外国驾照+公证翻译件或者护照开车"
162344091344,1682392546,"回复 @界孙权真强 :okk k k k o o"
162344080400,1682392531,"回复 @WY贰 :o o o ji ji o"
162343995136,1682392524,"没病了吗啦啦啦喵喵 l l m l 99 o o"
161623152992,1681983588,"挂个存档 19:53"
161463856544,1681892775,"回复 @86与兔子 :那你属于是运气爆了🤕"
161085431632,1681657983,"欢迎来连机游戏🥺"
160602483680,1681391139,"恭喜你陌生人"
158996999424,1680442604,"or with others who understand"
158203976800,1679982879,"想来气玩喷去 破网半个小时排不进去 卡掉了还扣pt 天知道我骂了多久"
155567826128,1678373187,"好id（夸"
155357896416,1678249881,"隐游枫叶！"
155106454048,1678089328,"为什么不叫三批"
142928392608,1671632527,"出生啊"
139758571680,1669770358,"我有线裸连 基本都没掉"
138412394656,1668987290,"12w得出的结论：1363[笑哭]"
137917265584,1668672730,"1363...老任是懂吊胃口的（"
134572469600,1666439667,"叠 v 懂？"
132189823264,1664722299,"初见 推 坐等二番目投稿"
131146537120,1663953764,"我的机子昨天到的，系统是.1"
129775790128,1662956688,"[2020拜年祭_期待]"
127567711024,1661538260,"[東雪蓮_好热][東雪蓮_好热]"
127471459232,1661494155,"如果要是出新结局要不要买switch呢（？？？"
126908101232,1661171250,"赶紧往上面吐一口烟"
126322468720,1660842327,"役满再高 也怕断幺"
126320057936,1660840826,"太可爱啦东雪莲 太可爱啦 为了你 我要去买你的抱枕 买你的挂牌_(≧∇≦」∠)_"
125223470032,1660235827,"120格式！"
125178948848,1660218801,"回复 @一只栓 :真的不一样（虽然不知道是不是你录视频的状态不一样就是说[tv_doge]"
125173984336,1660216915,"害呀听不出来是你了都"
123985135072,1659545782,"回复 @randdintel :更正：oniichan"
121954754720,1658464166,"回复 @晚安--诗音 :小知识 战争时期生产的相机和暗盒及其耐艹 尼康和莱卡的机子都有过被子弹击中还能正常使用的案例"
120700694288,1657720895,"草"
120175565056,1657427670,"回复 @小泽CMZ :好好好 谁没事随身emp啊 emp完了也不是不能修复"
120059683584,1657356033,"同不能鞭"
119112022096,1656760531,"不可发送单个表点符号（？"
118757955952,1656515899,"万一呢"
118455727120,1656318045,"96w9路过"
117498225296,1655653559,"眼镜！"
116882093328,1655249474,"您！"
116784958656,1655181388,"回复 @波卡帕马 :不了解，不打国标"
116374437552,1654910520,"反转片原理跟这个不一样吧（小声"
115636082816,1654400843,"回复 @刘呱和它的花花 :还真是 有的时候能连上 还有后面一段小脑裂 除了这两段我一点问题没有"
115625326432,1654394528,"回复 @刘呱和它的花花 :可以 我主要是中间有一段交互过不去"
115621834608,1654392025,"回复 @刘呱和它的花花 :不一定跟你rks有关系，我14.47白V"
115555343552,1654338069,"怎么评价驱魔姐妹"
115506220464,1654310431,"您"
115434063392,1654253094,"有过"
114823663280,1653826314,".？"
114654273744,1653723527,"大画幅通光量不等效一下？"
114483356224,1653606382,"回复 @croc锅 :我猜是micro wav"
114124788304,1653347451,"错误的，1-7p或者3-9p是小车轮"
113889317664,1653182838,"回复 @石头30 :好久没玩了 现在市场我也不知道咋样 tb先搜搜看吧"
113859292320,1653147595,"回复 @石头30 :小飞机大功率 新手直接上的话 要不炸机 要不炸你"
112314602416,1652080095,"酱紫剪？"
112243392576,1652019265,"但人家想拿什么机子拍什么是他的事，任何人都没有资格评价，不能抱着全画幅抱着复古感自认清高。"
111869424176,1651761669,"dreamland性了几十回了（rks14的耻辱"
111745410976,1651673118,"14.06 90w"
111567444128,1651565044,"juu间的mono"
111289137632,1651384738,"回复 @陳思然Siran :自信一点 改成黑白的就是森山大作"
110826224336,1651059564,"回复 @Estel_Guda :我没说不卖嗷 我说不降价嗷"
110781771584,1651033935,"回复 @Estel_Guda :对啊 但是买完也不用降价卖啊"
110735531168,1650986467,"回复 @会飞的脆皮鸡 :于是老板含泪赚你130"
110719555616,1650979217,"有 但是没那么夸张"
110611110560,1650897091,"附议"
110601906144,1650892846,"建议改成：羊 毛 出 在 羊 身 上"
110486339568,1650807312,"试过啦 效果不错的 除了乐凯片基有一个带颜色的问题以外作为反转还是挺合适的"
110355506864,1650717958,"回复 @MSC丶采蘑菇的瑞士卷 :我看bbq说十几个 害怕极了"
110333226768,1650706932,"回复 @MSC丶采蘑菇的瑞士卷 :wsfw rks才到13.87 那天在食堂打iga被初中小孩鄙视了"
110314515632,1650696456,"浇我！"
110250710624,1650642470,"就乐凯这个片基 我买的120往片芯里面上的时候就时不时的脱离轨道或者折一下 还好用多了现在掌握了技巧才没那么寄"
110102661664,1650544583,"宝子这游戏盘不怎么贬值的[笑哭]"
109693944608,1650254321,"回复 @迷茫的85 :都是按整卷[笑哭]就算只有12张但是没有办法和别人的卷拼一罐冲洗所以都是按一卷算[笑哭]"
109400333664,1650039888,"up这个翻转的手法其实是存在问题的，为了冲洗的更加均匀，让显影液不同部分的物质交换更充分，倒转罐体时应180度倒转，这一点在柯达以及依尔福的文档中都有提及"
108582475104,1649486332,"番茄炒蛋真不如金200 至少还有个professional的标（虽然我不认同"
108045161296,1649124253,"小知识：在windows源代码中确实存在过windows9的代号 甚至到现在还有相关注释及文档中存在windows9的描述"
107862125280,1648993070,"回复 @会翻滚的咩咩 :泣かないで、私の恋心~"
107808044304,1648964816,"顶你上去"
106876093488,1648302763,"讲个痛苦的事，这个视频我梦到过我会看到，就连内容都一样"
106340222656,1647909900,"我好像遇到过你（"
106064733536,1647697966,"卡组挺好理解，就是不是很好理解[doge]"
105258948176,1647086688,"回复 @北野武导演 :您作品呢？？什么成分。"
105055371456,1646919572,"全 是 感 情 没 有 寄 巧"
104831097632,1646733874,"agfa还有24年的片 但是做不做不知道"
104594172320,1646537967,"官号？[滑稽]"
104593662928,1646537735,"回复 @USS_Missouri :草 好问！"
103909480064,1645968147,"狂风毒蛾？"
103598403152,1645762567,"加油！一起进步！"
103465767328,1645658006,"还差5000，漫长的等候啊啊啊啊啊啊啊啊"
102949151856,1645252976,"回复 @是阿琢呀 :我也没搞到"
102931066208,1645242812,"回复 @是阿琢呀 :阿b和油管都有"
102918776848,1645234890,"回复 @是阿琢呀 :这个资料在ypt官方号上有，可以直接搜到"
102794161552,1645139555,"呜呜呜我要友希"
102388912992,1644843652,"！！好看捏"
102248538160,1644750776,"在steam上没有人会送钱"
102248583936,1644750759,"我遇到过一次，但是账号找回来了"
102248518512,1644750746,"骗子，输完帐号密码账户马上被盗，因为那个登录页面也是假的"
101879347344,1644502196,"求踹"
100659306624,1643645732,"求翻牌牌～"
100631266592,1643633001,"bgm：Spring Festival，Juggshots（"
99278202272,1642721136,"这不得顶你一波"
99038342688,1642548079,"回复 @NoTuring_Steve :为什么我这里显示找不到页面？"
98827769344,1642391655,"播放量3刷到了，论这个号的成分[虎年]"
98613082096,1642229374,"好耶"
98068759008,1641793849,"叫放课后[doge]"
98060826016,1641788827,"回复 @縁寿-ReInventy :五棱镜"
97790484480,1641566203,"回复 @街时摄影 :我在拿废卷测试的时候也有这种情况，正在考虑自冲[虎年][虎年]"
97784940656,1641563510,"回复 @街时摄影 :如果碳指的仅仅是（未冲）紫色片基上的黑色覆层的话酒精是可以用的，但是要自己动手擦"
97197758176,1641097916,"草，我买的nikon的f4，5号电池拍了一卷就寄了"
95655490816,1639845664,"神明少女！！"
93597734448,1638093629,"我们学校r6，但是经常没电（"
93593534576,1638090976,"回复 @闪通背 :胶片机眼睛有问题[doge]"
93393306128,1637926005,"PDF源文件"
5836953685,1637924890,"是热乎的萌！"
5781635843,1637142225,"带到苹果店"
5737808607,1636502276,"回复 @上善若氷゜ :日版最低1350，一包ptb在250左右，四舍五入200的盒子（"
5710485515,1636125705,"谢谢~"
5691422511,1635848985,"回复 @ジ掠天之翼ら :四舍六入五求偶所以5还是5（"
5691410937,1635848817,"求分享"
5687155168,1635776460,"回复 @鸾辂音尘 :各大视频网站搜ypt2021"
5681551128,1635692121,"回复 @我喜欢的一切 :google scholar，知网，各大院校的数据库，很多一部分都是要权限的，具体有什么要找的可以私聊我"
5642313095,1635116148,"回复 @亚历山大罗夫斯基 :不完全是，但是打的很快，还有横扫"
5640716617,1635083271,"回复 @l一只利姆露l :实际上就模组和整合包的可玩度来看你说的确实没错，我也喜欢玩1.7，尤其怀念战斗机制"
5598488263,1634441542,"草，这就是课间操（练）吗"
5594801794,1634383982,"等到了[吃瓜]"
5551129362,1633705579,"这个是青年物理学家比赛的题目，具体的话可以网上查文献，或者等到明年的秋季看大佬们辩论赛~"
5545036867,1633614817,"This phone is so HOT![吃瓜][吃瓜]"
5530605331,1633441387,"回复 @Wakane_Niwa :（是老粉了[吃瓜][吃瓜]"
5529519384,1633432920,"好！！！！！！！！"
5516548976,1633272414,"回复 @爱户外的小白 :草，憋听他的（"
5509164094,1633184494,"回复 @Eflex :支持一波[吃瓜][吃瓜]"
5413446520,1631868060,"人間じゃない、神だ!!!"
5404163645,1631717896,"顶一下"
5333940657,1630740992,"省流助手：(我爱你啊)この野郎~"
5326642057,1630649646,"卡豆之屋"
5265316495,1629970214,"最喜欢阴间人，个人也喜欢阴间卡组[doge][doge]"
5121605151,1628591263,"回复 @格纳库书贩 :新手的话可以从奥扎奇塔开始打起，在mtgso上可以找卡组，上手很快，就是造价会高一点，大概4000一下可以搞定，可以蹲一阵"
5075120993,1628132563,"三连py交易[doge]"
5065783966,1628035108,"可以青眼挂组件，可以挨揍，但是轻一点"
5056171741,1627918709,"俺也要！"
5016580065,1627514289,"拉低中奖率"
4979617359,1627103448,"现在人少，慢评的话，运气好一周"
4843977532,1625408645,"博奥杰斯速度还是慢了，要是先驱倒是还可以做一个红蓝过牌控"
4764494729,1624207167,"+1"
4699824463,1623247535,"No192记录"
4661804136,1622642655,"没，当时就买了一套"
4554873807,1620826603,"回复 @米迦罗Migaloo :你把我的笔拿走了我怎么签名啊？[doge][doge]"
4459802795,1619238074,"！！！"
4447289632,1619007594,"google voice亲测可行！！tb上就有，注册起来很方便！冲呀"
4322889333,1616820017,"第二"
4304185797,1616456991,"好像是epic和steam"
4234782063,1615128390,"感觉znr里面的闪金爆率挺高啊（单发出奇迹"
4152996814,1613789533,"你坐牢必减刑[doge][doge]"
4152967497,1613789161,"山东大舞台 没病你别来[doge][doge]"
4136837532,1613545164,"洛必达 忽必烈"
4125233518,1613366631,"马上进bcg202102卡表了[doge][doge]"
4120045264,1613285324,"三连+1[打call][打call]"
4116214877,1613220293,"回复 @容易中奖的时月雨 :好家伙我直接+1"
4105896809,1613059217,"新年快乐"
4098056537,1612958918,"领到了！！！大家新年快乐啊
（才发现第一个字母是小写L）"
4096360844,1612942161,"蹲一个"
4092499125,1612880704,"不盲目"
4090164746,1612859043,"'Very Professionally'"
4073183881,1612654178,"（两个不一定够用"
4064426325,1612533244,"这不戳"
4054671415,1612415763,"不如说是讽刺短视频平台的某些小丑"
4027177461,1611996069,"05:15"
4020469201,1611894006,"kksk"
4015078429,1611805570,"冰结界的依巫[doge][doge]"
4006488589,1611657129,"[热词系列_三连][热词系列_三连][OK][OK]"
4002916817,1611587813,"给我也整一个（三连py"
3958323056,1610788400,"在死亡瞬间补血可以达到不死不活的效果，岷叔的苦力怕生存里面出现过"
3943610394,1610469287,"日语大多数情况下送气音会变成不送气音，举个例子，把「二人」中间的ta念成da会听起来更自然一点，总的来说唱的还是很好的[支持]"
3932852662,1610255054,"涨粉好快啊"
3931422430,1610211359,"“按热度”排列？？？"
3925999566,1610109804,"[热词系列_好家伙]"
3904607763,1609647639,"lei了lei了[小电视_赞]"
3900583599,1609572405,"1008已三连，继续做下去，要一起加油啊[奋斗]"
3888096788,1609341838,"万一断了很危险的！是你错了！[doge][doge][doge]"
3884145323,1609252021,"cardestroy"
3877167960,1609085955,"夏绘超厉害的！(｡･ω･｡)"
3877167011,1609085908,"[热词系列_三连][支持][支持][支持]"
3877170635,1609085852,"夏绘超厉害啊！[tv_点赞]直接[热词系列_三连]"
3799243820,1607528040,"回复 @丄丅十 :[hanser_流啤]"
3791972265,1607420640,"好家伙，直接int"
3756866879,1606566170,"iphone7 发热卡顿严重 帧率感人"
3742707862,1606218645,"lei了"
3739084940,1606126781,"惊现散人打刺儿现场！"
3738026674,1606103228,"[hanser_流啤]"
3738021343,1606103191,"回复 @大葱鸭拌豆腐 :首当其冲"
3680697917,1604710759,"好家伙带我一个"
3635808355,1603597386,"大疆穿越机"
3632739204,1603528569,"「おまい、変態が。」"
3630295265,1603462936,"送你上去"
3569607134,1601961496,"送你上去！"
3565396708,1601873631,"亵：亲近而不庄重[滑稽]"
3529595570,1601043996,"注意：没有“犯法”，只有“违法犯罪”（初二知识点）"
3526244940,1600956899,"回复 @A幻海梦蝶A :女装只有0次和无数次之分[滑稽][滑稽][滑稽]"
3526217396,1600956391,"统一的大家点赞把我顶上去啊[滑稽][滑稽][滑稽]"
3526205731,1600956203,"女装女装！！！[滑稽][滑稽][滑稽]"
3519213349,1600771599,"トイレに駆ける[滑稽]"
3516266452,1600687961,"向撤硕飞奔 【YOASOBI】[滑稽]"
3509319749,1600517506,"据说是版权"
3506311696,1600443300,"哇！这就是六道的屋子吗！哇！好大啊！哇！这就是六道的桌游吗！哇！好多啊！我好喜欢啊！六道的屋子真是太棒啦！（迫害狮子）[滑稽]"
3489770685,1600009370,"本人视频已经因为某些不可抗拒因素剪辑了[大哭][大哭][大哭]"
3477541125,1599744626,"一个月八个商单的奇迹[滑稽]"
3473731660,1599653181,"热乎的！"
3470945072,1599576709,"上次原子回复了我一条和你写的差不多的评论，他说要让原子哥唱[滑稽][滑稽][滑稽]"
3448069273,1599059099,"my heart will go on ❌
my heart will go off ✅"
3444548624,1598976568,"@毕导丁HU @华导THU @毕导ICU [滑稽][滑稽][滑稽]"
3416413221,1598490453,"我的未来不是梦没了 爷青结"
3381237287,1597924948,"赶紧保护一下（我支持你）[热词系列_保护]"
3377080023,1597854311,"回复 @丨醒来丶 :L系列用的就是hal库，实际上看完这个视频是可以类推的"
3375449468,1597837958,"勾股定理的逆定理，股沟定理[OK][滑稽][滑稽][滑稽]"
3370433668,1597759545,"麻烦大家帮忙转发一下[滑稽][滑稽][滑稽]"
3311879063,1596878834,"樟脑丸！！！[doge]"
3310690693,1596864015,"不会吧不会吧，你才2级？"
3275703731,1596342969,"レース[doge]"
3272000222,1596279216,"回复 @暗夜的黑猫 :@出来了个什么 [doge][滑稽]"
3268026730,1596209428,"大家都是怎么抢到了前10的啊[热词系列_我太南了]"
3237737860,1595741205,"乐一nb！！！
（麻烦发空耳的人歇歇，好影响观感...）"
3177225987,1594721723,"海飞丝[doge]"
3177110992,1594720378,"分母++[热词系列_打卡]"
3142900933,1594111486,"吸吸吸吸吸"
3133928259,1593947034,"nb 跟你混了"
3131624326,1593916055,"woc！不明觉厉"
3129941947,1593871086,"小中考可简单了，好好复习放心考，绝对没问题"
3102734080,1593362585,"三连求源码！"
3069408204,1592749921,"世界线变动率？"
3037175475,1592123167,"人好少啊"
2898037107,1589548235,"我也要啊啊啊啊啊"
2868073104,1589031032,"2821341767@qq.com谢谢"
2813676394,1588245196,"+1"
2741056383,1587191260,"膜拜大佬，arctime真的很棒！"
2656902336,1586049839,"三连求pcb[doge]"
2633440117,1585711918,"回复 @擅长作死的焮文同学 :一起绿[滑稽]"
2633215170,1585709743,"你绿了"
2622946490,1585568959,"有没有人和我一样想要做一个但不知道零件型号的[大哭]"
2398844368,1582158109,"ubuntu"
2325728177,1580732717,"这个怎么弄？我也要[偷笑][偷笑][偷笑]"
2311967173,1580405497,"store.steampowerED.com"
2227247673,1577977168,"辣似真的流批"
2210744545,1577461454,"前提是得能看懂"
2207609733,1577356840,"愛saveLIARS 愛無sameCRIERS"
2195699372,1576939332,"超电磁炮"
2010240453,1570289341,"回复 @一名拯救人理的清洁工 :禁止禁止禁止禁止禁止禁套娃"
1977610768,1569138427,"回复 @Minekil :不止"
1974012085,1569021111,"实际[滑稽]"
1973468281,1568990457,"19万打卡"
1973453683,1568990101,"25.7万米打卡"
1961458412,1568525434,"回复 @TechLinked :? ? ?"
1924663320,1567219672,"So, thanks for watching guys. If you disliked this video you can hit that button. But if you liked it, hit like, get subscribed, or maybe considering buying some stuff at the link below."
1924602015,1567217915,"有一期视频没了？？？"
1915520831,1566970480,"@我是郭杰瑞"
1911795825,1566874699,"hin可以"
1909025854,1566797387,"官方[滑稽]"
1908874323,1566794579,"cake-Flo Rida"
1908688400,1566790667,"顶上去"
1896706313,1566476351,"Creeper？"
1835025778,1564975122,"鸡你太美"
1818078566,1564554028,"递归高精度乘方"
1806870626,1564271358,"大师球"
1795586012,1563972061,"怎么看啊"
1788701284,1563796206,"@Warma"
1786719404,1563736159,"@Warma"
1786720883,1563735946,"@Warma"
1601963419,1557747293,"赛扬G550路过"
1583508935,1557072655,"新人来玩"
